"Site","Watershed","Record.Type","ISCO_number","Date","Year","Month","Day","Hour","Season","Ca_ueq_L","Mg_ueq_L","K_ueq_L","Na_ueq_L","NO3_ueq_L","SO4_ueq_L","NH4_ueq_L","total_N_ppm","DOC_mg_L","DIC_mg_L","Al_ppb","Al_org_ppb","Cl_ueq_L","Si_mg_L","total_P_ppb","H_ueq_L","ANC_ueq_L","HCO3_ueq_L","pH_closed_cell","pH_air_eqll","pH_initial","pH_uneqll_older_samples","sp_conductance_us_cm","SUVA"
"WB3","WB","ISCO",17,2000-03-29,2000,3,29,20,"SPRING",87,35,13,74,61,180,1.4,,2,,737,,68,1.7,,20.4,-14.8,,,4.69,,,42,
"EB8","EB","ISCO",18,2000-03-30,2000,3,30,16,"SPRING",43,20,6.1,73,1.1,87,1.4,,2.2,,193,,66,1.5,,6.31,-3.8,,,5.2,,,21,
"EB8","EB","ISCO",19,2000-03-31,2000,3,31,16,"SPRING",45,20,6.1,74,0.8,88,1.4,,2.2,,179,,68,1.5,,5.75,-3.1,,,5.24,,,21,
"EB8","EB","ISCO",22,2000-04-02,2000,4,2,16,"SPRING",47,21,5.6,76,0.6,89,1.4,,2.1,,168,,70,1.6,,4.9,-2.5,,,5.31,,,21,
"WB3","WB","ISCO",23,2000-04-02,2000,4,2,16,"SPRING",89,34,11.5,80,58,180,1.4,,1.7,,684,,74,2.1,,18.6,-13.1,,,4.73,,,41,
"WB3","WB","REG",,2000-04-04,2000,4,4,11,"SPRING",85,32,11,76,56,180,1.4,0.83,1.8,0.4,745,346,68,1.9,3.3,20.9,-13.8,0.69,4.69,4.68,4.47,,41,
"WB3","WB","REP",,2000-04-04,2000,4,4,11,"SPRING",85,32,11.3,77,56,180,1.4,0.83,1.8,0.4,745,350,68,1.8,3,20.4,-13.2,,,4.69,4.47,4.76,41,
"EB8","EB","ISCO",1,2000-04-04,2000,4,4,12,"SPRING",44,19,5.9,70,1.9,84,1.4,,2.5,,223,,59,1.3,,7.08,-4.9,,,5.15,,,20.5,
"EB8","EB","REG",,2000-04-04,2000,4,4,12,"SPRING",43,19,6.4,73,2.3,87,1.4,0.14,2.4,0.4,211,163,64,1.4,5.6,7.76,-3.5,2.12,5.2,5.11,4.93,,21,
"WB3","WB","ISCO",1,2000-04-04,2000,4,4,12,"SPRING",82,31,11,72,54,180,2.77,,1.8,,766,,64,1.8,,17.8,-15.3,,,4.75,,,39.6,
"EB8","EB","ISCO",2,2000-04-04,2000,4,4,14,"SPRING",43,19,5.9,71,1.7,85,1.4,,2.5,,224,,60,1.3,,6.03,-4,,,5.22,,,20.1,
"WB3","WB","ISCO",2,2000-04-04,2000,4,4,14,"SPRING",80,30,10.7,70,55,180,1.4,,1.9,,772,,64,1.8,,18.2,-13.6,,,4.74,,,39.6,
"EB8","EB","ISCO",5,2000-04-04,2000,4,4,20,"SPRING",43,19,5.4,71,1.3,85,1.4,,2.3,,214,,61,1.4,,5.62,-4.1,,,5.25,,,20.4,
"WB3","WB","ISCO",5,2000-04-04,2000,4,4,20,"SPRING",81,30,10.7,70,54,180,1.4,,1.7,,808,,65,1.8,,17.4,-13.9,,,4.76,,,40.3,
"EB8","EB","ISCO",10,2000-04-05,2000,4,5,6,"SPRING",43,19,6.1,72,1.1,86,1.4,,2.3,,207,,62,1.4,,5.62,-2.9,,,5.25,,,20.4,
"WB3","WB","ISCO",10,2000-04-05,2000,4,5,6,"SPRING",81,31,11.3,74,58,180,1.4,,1.8,,811,,67,1.8,,17.8,-13.9,,,4.75,,,40.5,
"EB8","EB","ISCO",15,2000-04-06,2000,4,6,16,"SPRING",45,20,5.4,72,0.6,87,3.32,,2,,199,,64,1.4,,5.01,-2.4,,,5.3,,,20.4,
"WB3","WB","ISCO",15,2000-04-06,2000,4,6,16,"SPRING",85,33,10.7,77,57,180,2.77,,1.6,,738,,69,2,,16.6,-14.2,,,4.78,,,55.4,
"EB8","EB","ISCO",19,2000-04-10,2000,4,10,16,"SPRING",50,22,6.4,81,0.4,86,1.4,,1.9,,181,,83,1.6,,4.68,-2.7,,,5.33,,,22.3,
"WB3","WB","ISCO",19,2000-04-10,2000,4,10,16,"SPRING",85,33,10.5,80,58,180,1.4,,1.5,,764,,79,2,,17,-14.7,,,4.77,,,41.5,
"WB3","WB","REG",,2000-04-12,2000,4,12,11,"SPRING",89,35,10.2,83,56,180,1.4,0.82,2.1,0.5,717,270,80,2.2,2.4,14.8,-10.7,0.96,4.74,4.83,4.54,,40,
"EB8","EB","REG",,2000-04-12,2000,4,12,12,"SPRING",51,22,5.6,81,0.6,88,1.4,0.12,2,0.5,171,97,85,1.6,5.2,4.37,-2.1,3.73,5.36,5.36,5.1,,22,
"EB8","EB","REP",,2000-04-12,2000,4,12,12,"SPRING",52,23,5.6,83,0.6,88,2.77,0.12,2.1,0.5,173,97,85,1.6,1.9,4.27,-1.8,,,5.37,5.08,5.46,22.1,
"EB8","EB","ISCO",3,2000-04-14,2000,4,14,16,"SPRING",56,22,5.4,92,0.4,89,1.4,,2.3,,192,,83,1.7,,4.07,-3.2,,,5.39,,,22.7,
"WB3","WB","ISCO",4,2000-04-14,2000,4,14,16,"SPRING",97,35,10.2,94,53,180,1.4,,1.6,,731,,81,2.3,,14.8,-13.4,,,4.83,,,40.3,
"EB8","EB","ISCO",6,2000-04-16,2000,4,16,16,"SPRING",57,22,5.9,92,0.3,90,1.4,,2,,177,,84,1.8,,3.89,-4.3,,,5.41,,,22.7,
"WB3","WB","ISCO",6,2000-04-16,2000,4,16,16,"SPRING",99,36,10.5,95,49,170,1.4,,1.7,,629,,80,2.4,,13.8,-12.6,,,4.86,,,39.2,
"WB3","WB","REG",,2000-04-18,2000,4,18,10,"SPRING",99,36,10,98,48,170,1.4,0.71,2,0.5,578,177,81,2.3,0.3,13.5,-11.4,1.01,4.76,4.87,4.66,,38.6,
"WB3","WB","REP",,2000-04-18,2000,4,18,10,"SPRING",99,36,10.2,100,48,170,1.4,0.69,2,0.5,589,,81,2.4,3.5,13.5,-11,,,4.87,4.66,4.78,38.9,
"EB8","EB","REG",,2000-04-18,2000,4,18,11,"SPRING",59,24,5.6,80,0.4,90,2.77,0.45,2.8,0.5,164,85,85,1.8,,3.98,-3.2,3.5,5.33,5.4,5.23,,22.9,
"EB8","EB","ISCO",4,2000-04-21,2000,4,21,16,"SPRING",57,23,5.4,97,0.2,91,1.4,,1.9,,130,,83,1.8,,2.95,-0.9,,,5.53,,,22.6,
"WB3","WB","ISCO",4,2000-04-21,2000,4,21,16,"SPRING",101,39,10,99,41.4,167,1.4,,1.5,,452,,79,2.4,,11.7,-9.3,,,4.93,,,37.5,
"WB3","WB","ISCO",4,2000-04-21,2000,4,21,16,"SPRING",101,39,10,99,41.4,167,1.4,,1.5,,452,,79,2.4,,11.7,-9.3,,,4.93,,,37.5,
"EB8","EB","ISCO",5,2000-04-22,2000,4,22,16,"SPRING",56,23,5.4,92,1,87,1.4,,2,,149,,81,1.7,,3.16,-1.2,,,5.5,,,22.2,
"WB3","WB","ISCO",5,2000-04-22,2000,4,22,16,"SPRING",94,36,10,96,38.7,161,1.4,,1.8,,442,,80,2.2,,12.3,-9.7,,,4.91,,,37.1,
"EB8","EB","ISCO",6,2000-04-22,2000,4,22,20,"SPRING",52,22,5.4,90,1.2,82,1.4,,2.6,,184,,79,1.5,,4.07,-1.9,,,5.39,,,22,
"WB3","WB","ISCO",6,2000-04-22,2000,4,22,20,"SPRING",90,35,10.7,93,41.9,165,1.4,,2.1,,591,,80,2,,15.1,-12.6,,,4.82,,,38.6,
"EB8","EB","ISCO",7,2000-04-22,2000,4,22,22,"SPRING",51,22,5.1,90,2.1,81,1.4,,2.5,,209,,79,1.4,,5.13,-4.3,,,5.29,,,22.3,
"WB3","WB","ISCO",7,2000-04-22,2000,4,22,22,"SPRING",90,35,11,92,45.4,171,1.4,,2,,678,,81,1.9,,15.8,-12.3,,,4.8,,,39.6,
"EB8","EB","ISCO",16,2000-04-23,2000,4,23,16,"SPRING",48,21,5.4,88,1.1,81,1.4,,2.4,,225,,79,1.3,,6.46,-5.2,,,5.19,,,22.1,
"WB3","WB","ISCO",16,2000-04-23,2000,4,23,16,"SPRING",84,32,11.5,91,53.3,178,1.4,,2,,814,,83,1.8,,17.8,-14.2,,,4.75,,,42.3,
"EB8","EB","ISCO",18,2000-04-23,2000,4,23,20,"SPRING",47,21,5.4,88,1.2,81,1.4,,2.5,,236,,80,1.3,,6.76,-6.1,,,5.17,,,22.3,
"WB3","WB","ISCO",18,2000-04-23,2000,4,23,20,"SPRING",82,31,11.5,87,53.5,177,1.4,,2.1,,804,,81,1.8,,18.2,-15,,,4.74,,,42.3,
"EB8","EB","ISCO",24,2000-04-24,2000,4,24,8,"SPRING",49,21,5.4,89,0.6,82,1.4,,2.2,,220,,80,1.4,,6.17,-5,,,5.21,,,21.8,
"WB3","WB","ISCO",24,2000-04-24,2000,4,24,8,"SPRING",88,34,11.8,92,56.3,182,1.4,,2,,864,,84,1.8,,17.4,-13.6,,,4.76,,,42.7,
"EB8","EB","REG",,2000-04-25,2000,4,25,11,"SPRING",49,21,5.1,87,0.4,85,1.4,0.1,2.8,0.7,182,91,83,1.5,0,4.68,-1.8,3.48,5.17,5.33,5.01,,22.7,
"EB8","EB","REP",,2000-04-25,2000,4,25,11,"SPRING",51,22,5.4,89,0.4,84,1.4,0.1,2.8,0.7,189,,83,1.6,0,4.57,0.1,,,5.34,5.03,5.18,22.6,
"WB3","WB","DUP",,2000-04-25,2000,4,25,11,"SPRING",89,35,11.3,94,54.1,181,2.77,0.79,1.8,0.5,790,245,85,2,0.5,15.5,-10.3,0.86,4.69,4.81,4.54,,42.6,
"WB3","WB","REG",,2000-04-25,2000,4,25,11,"SPRING",90,35,11.8,95,54,180,1.4,0.81,2,0.6,790,246,85,1.8,5.2,15.5,-10.3,0.96,4.66,4.81,4.54,,42.9,
"EB8","EB","ISCO",4,2000-04-28,2000,4,28,16,"SPRING",55,23,5.4,93,0.3,87,2.77,,2.8,,153,,84,1.7,,3.8,-2.3,,,5.42,,,22.6,
"WB3","WB","ISCO",6,2000-04-28,2000,4,28,16,"SPRING",93,36,10.7,96,46,170,2.77,,1.8,,572,,82,2.4,,13.5,-10.9,,,4.87,,,39.2,
"EB8","EB","ISCO",6,2000-04-30,2000,4,30,16,"SPRING",55,23,5.4,94,0.2,88,1.4,,2.8,,140,,83,1.8,,3.55,-1.2,,,5.45,,,22.3,
"WB3","WB","ISCO",9,2000-04-30,2000,4,30,16,"SPRING",95,37,11,97,42,170,2.77,,2,,498,,82,2.3,,12.3,-10,,,4.91,,,38.4,
"EB8","EB","REG",,2000-05-02,2000,5,2,11,"SPRING",56,23,5.6,96,0.2,89,1.4,0.08,1.9,0.4,136,64,84,1.8,2.1,3.31,-0.7,4.23,5.53,5.48,5.12,,23.8,
"WB3","WB","REG",,2000-05-02,2000,5,2,11,"SPRING",84,34,11.3,97,39,190,1.4,0.67,1.5,0.6,778,,90,2.3,2.3,17.4,-11.4,1.21,4.76,4.76,4.4,,42.7,
"WB3","WB","REP",,2000-05-02,2000,5,2,11,"SPRING",96,37,11.8,100,40,170,1.4,0.62,1.6,0.4,455,130,85,2.5,2,12,-7,,,4.92,4.57,4.83,39.9,
"EB8","EB","ISCO",4,2000-05-05,2000,5,5,16,"SPRING",59,23,5.9,96,0.1,91,1.4,,2.2,,132,,85,1.9,,3.63,-1.7,,,5.44,,,25.4,
"WB3","WB","ISCO",4,2000-05-05,2000,5,5,16,"SPRING",100,36,11.3,99,34,170,1.4,,1.5,,398,,84,2.6,,13.8,-10.2,,,4.86,,,40.6,
"EB8","EB","ISCO",6,2000-05-07,2000,5,7,16,"SPRING",60,23,6.1,98,0.1,93,1.4,,2.2,,132,,86,2,,3.16,-1.4,,,5.5,,,25.5,
"WB3","WB","ISCO",6,2000-05-07,2000,5,7,16,"SPRING",99,36,11.3,99,31,170,1.4,,1.8,,357,,85,2.6,,13.5,-10.2,,,4.87,,,40.3,
"WB3","WB","REG",,2000-05-09,2000,5,9,12,"SPRING",98,35,11.3,90,29,170,1.4,0.49,1.7,0.5,304,136,84,2.6,2.1,12.9,-7,1.47,4.93,4.89,4.71,,39.4,
"EB8","EB","DUP",,2000-05-09,2000,5,9,13,"SPRING",60,23,6.1,92,0.1,93,1.4,0.07,2.1,0.5,139,,85,2,2.7,2.88,0.6,4.41,5.44,5.54,5.3,,25.5,
"EB8","EB","REG",,2000-05-09,2000,5,9,13,"SPRING",60,23,6.1,93,0.1,93,1.4,0.07,1.7,0.5,137,75,85,1.9,1.6,2.95,1.1,4.69,5.47,5.53,5.24,,25.4,
"EB8","EB","REP",,2000-05-09,2000,5,9,13,"SPRING",60,23,6.1,91,0.1,93,1.4,0.07,1.8,0.5,140,,86,2,1.9,2.75,1.1,,,5.56,5.26,5.43,,
"EB8","EB","ISCO",2,2000-05-10,2000,5,10,16,"SPRING",60,22,5.9,88,0.1,93,1.4,,1.8,,180,,83,1.9,,2.82,0.9,,,5.55,,,24.9,
"WB3","WB","ISCO",2,2000-05-10,2000,5,10,16,"SPRING",99,35,12,92,31,170,1.4,,2,,510,,85,2.5,,10.5,-6.3,,,4.98,,,39.4,
"EB8","EB","ISCO",3,2000-05-11,2000,5,11,16,"SPRING",56,21,5.6,84,0.1,89,1.4,,2,,150,,78,1.8,,3.55,-0.4,,,5.45,,,23.7,
"WB3","WB","ISCO",3,2000-05-11,2000,5,11,16,"SPRING",99,34,11.3,89,36,170,1.4,,1.7,,450,,84,2.2,,14.1,-9.5,,,4.85,,,41.7,
"EB8","EB","ISCO",5,2000-05-13,2000,5,13,16,"SPRING",57,21,5.9,86,0.1,90,1.4,,2.2,,400,,80,1.9,,3.09,-0.5,,,5.51,,,24.4,
"WB3","WB","ISCO",5,2000-05-13,2000,5,13,16,"SPRING",102,35,12,91,33,170,1.4,,1.6,,452,,87,2.5,,11.7,-8.9,,,4.93,,,41.1,
"EB8","EB","REG",,2000-05-15,2000,5,15,13,"SPRING",56,21,5.9,87,0.05,91,1.4,,2,0.5,150,79,80,1.8,1.7,3.47,1,4.78,5.48,5.46,5.27,,24.7,
"EB8","EB","REP",,2000-05-15,2000,5,15,13,"SPRING",,,,,0.05,92,,,,,,,80,,,,,,,,,,,
"WB3","WB","REG",,2000-05-15,2000,5,15,13,"SPRING",99,34,12,92,35,170,1.4,,1.6,0.5,480,120,84,2.3,1.3,13.2,-6.5,1.29,4.87,4.88,4.72,,42.4,
"WB3","WB","REP",,2000-05-15,2000,5,15,13,"SPRING",99,34,11.8,91,,,1.4,,2,0.5,490,120,,2.3,2.1,12.6,-6.9,,,4.9,4.7,4.85,42.4,
"EB8","EB","ISCO",5,2000-05-19,2000,5,19,16,"SPRING",55,22,5.9,96,0.1,88,1.4,,2.1,,140,,78,1.8,,3.47,3,,,5.46,,,25.7,
"WB3","WB","ISCO",5,2000-05-19,2000,5,19,16,"SPRING",96,35,11.5,100,33,170,1.4,,2,,390,,83,2.5,,13.8,-5.2,,,4.86,,,43.2,
"EB8","EB","ISCO",7,2000-05-21,2000,5,21,16,"SPRING",58,23,5.9,99,0.05,90,1.4,,2.3,,130,,80,1.9,,2.88,3.5,,,5.54,,,26.1,
"WB3","WB","ISCO",7,2000-05-21,2000,5,21,16,"SPRING",97,36,11.8,104,30,170,1.4,,2,,370,,83,2.5,,12,-3.9,,,4.92,,,42.3,
"EB8","EB","REG",,2000-05-23,2000,5,23,11,"SPRING",56,22,5.4,96,0.1,88,1.4,0.08,0.6,0.6,120,58,78,1.9,3.1,2.75,5.1,5.29,5.44,5.56,5.18,,25.3,
"EB8","EB","REP",,2000-05-23,2000,5,23,11,"SPRING",56,22,5.4,96,0.1,88,1.4,0.08,,0.6,120,58,79,1.8,2.3,2.69,5.7,,,5.57,5.18,5.45,25.4,
"WB3","WB","DUP",,2000-05-23,2000,5,23,11,"SPRING",94,35,10.5,101,27,160,1.4,0.46,1.4,0.5,356,73,79,2.6,6.8,14.8,-4.1,1.34,4.89,4.83,4.58,,40.8,
"WB3","WB","REG",,2000-05-23,2000,5,23,11,"SPRING",90,34,10,95,27,160,1.4,0.47,1.7,0.6,336,63,76,2.4,2.8,12.9,-2,1.61,4.89,4.89,4.6,,40.8,
"EB8","EB","ISCO",2,2000-05-24,2000,5,24,16,"SPRING",57,22,5.4,94,0.1,89,1.4,,1.9,,120,,82,1.9,,3.39,4.1,,,5.47,,,25.3,
"WB3","WB","ISCO",2,2000-05-24,2000,5,24,16,"SPRING",92,35,10,97,27.2,156,1.4,,1.7,,330,,84,2.2,,14.5,-2.2,,,4.84,,,39.9,
"EB8","EB","ISCO",3,2000-05-25,2000,5,25,16,"SPRING",53,21,5.6,89,0.05,84,1.4,,2.4,,150,,74,1.7,,4.07,3.8,,,5.39,,,23.8,
"WB3","WB","ISCO",3,2000-05-25,2000,5,25,16,"SPRING",90,34,11.3,94,29.4,159,1.4,,1.8,,420,,81,2.2,,17.8,-4.2,,,4.75,,,40.3,
"EB8","EB","ISCO",6,2000-05-25,2000,5,25,22,"SPRING",51,21,5.1,88,0.05,85,1.4,,2.3,,170,,73,1.7,,5.37,2.6,,,5.27,,,24.1,
"WB3","WB","ISCO",5,2000-05-25,2000,5,25,22,"SPRING",90,34,11,94,32.2,165,1.4,,1.8,,500,,82,2.2,,19.1,-3.4,,,4.72,,,42.3,
"EB8","EB","ISCO",15,2000-05-26,2000,5,26,16,"SPRING",53,21,5.4,91,0.05,87,1.4,,2.1,,150,,75,1.7,,4.07,3.9,,,5.39,,,24.2,
"WB3","WB","ISCO",13,2000-05-26,2000,5,26,16,"SPRING",91,34,11,97,33.5,168,1.4,,1.7,,520,,84,2.2,,19.5,-3.1,,,4.71,,,42.7,
"EB8","EB","ISCO",17,2000-05-28,2000,5,28,16,"SPRING",54,21,5.1,92,0.05,88,1.4,,1.9,,130,,78,1.8,,3.63,4.9,,,5.44,,,24.5,
"WB3","WB","ISCO",15,2000-05-28,2000,5,28,16,"SPRING",91,35,10.5,99,29.3,164,1.4,,1.8,,450,,84,2.4,,20,-3.3,,,4.7,,,41.3,
"WB3","WB","REG",,2000-05-30,2000,5,30,11,"SPRING",93,35,9.7,101,27.2,166,1.4,0.46,1.6,0.6,390,58,85,2.6,2.5,16.6,-4.8,1.51,4.86,4.78,4.54,,41.8,
"WB3","WB","REP",,2000-05-30,2000,5,30,11,"SPRING",95,35,9.7,102,27.2,166,1.4,0.46,1.6,0.6,390,,85,2.6,,16.6,-5.5,,,4.78,4.52,4.86,41.5,
"EB8","EB","REG",,2000-05-30,2000,5,30,12,"SPRING",56,22,5.1,96,0.05,89,1.4,0.09,2.2,0.6,120,56,81,2,1.7,3.47,3.9,5.07,5.42,5.46,5.15,,25.4,
"WB3","WB","ISCO",4,2000-06-02,2000,6,2,16,"SUMMER",93,35,9.2,93,20,160,1.4,,1.7,,320,,85,2.6,,14.1,-5.4,,,4.85,,,38.6,
"WB3","WB","ISCO",6,2000-06-02,2000,6,2,16,"SUMMER",92,35,7.9,94,17,160,1.4,,1.5,,290,,85,2.7,,14.1,-6,,,4.85,,,37.5,
"EB8","EB","DUP",,2000-06-06,2000,6,6,10,"SUMMER",61,24,3.8,90,0.1,91,1.4,0.08,1.9,0.6,110,33,86,2,3.5,3.16,4.2,5.74,5.48,5.5,5.18,,25.4,
"EB8","EB","REG",,2000-06-06,2000,6,6,10,"SUMMER",60,23,4.1,89,0.1,91,1.4,0.08,2.5,0.6,100,37,86,2,3.7,3.24,4.3,6.23,5.52,5.49,5.2,,25.4,
"EB8","EB","REP",,2000-06-06,2000,6,6,10,"SUMMER",61,24,4.1,90,0.1,91,1.4,0.08,2.4,0.6,100,37,87,2,,3.16,3.9,,,5.5,5.22,5.54,25.4,
"WB3","WB","REG",,2000-06-06,2000,6,6,11,"SUMMER",91,35,7.2,94,15,160,1.4,0.33,1.9,0.5,280,23,85,2.6,5.6,14.8,-4,1.61,4.97,4.83,4.61,,37.5,
"EB8","EB","ISCO",4,2000-06-09,2000,6,9,16,"SUMMER",60,23,2.8,90,0.05,92,1.4,,1.9,,110,,82,2,,2.69,5.1,,,5.57,,,24.6,
"WB3","WB","ISCO",4,2000-06-09,2000,6,9,16,"SUMMER",95,36,6.4,95,16,160,1.4,,1.7,,270,,86,2.7,,11.5,-20,,,4.94,,,36.8,
"EB8","EB","ISCO",6,2000-06-11,2000,6,11,16,"SUMMER",61,23,2.6,87,0.1,91,1.4,,2,,110,,80,1.9,,2.45,5.7,,,5.61,,,24.1,
"WB3","WB","ISCO",6,2000-06-11,2000,6,11,16,"SUMMER",94,35,5.9,93,14,160,1.4,,1.6,,260,,84,2.5,,12.6,-2.5,,,4.9,,,36.6,
"WB3","WB","REG",,2000-06-13,2000,6,13,11,"SUMMER",95,35,5.9,95,14,160,1.4,0.29,1.8,0.7,250,46,86,2.7,2.3,13.8,-3.5,2.46,5.01,4.86,4.63,,37.4,
"WB3","WB","REP",,2000-06-13,2000,6,13,11,"SUMMER",95,35,6.1,95,14,160,1.4,0.29,1.6,0.7,250,46,86,2.7,,13.2,-3.5,,,4.88,4.65,5.04,37.4,
"EB8","EB","REG",,2000-06-13,2000,6,13,12,"SUMMER",62,24,3.3,90,0.1,92,1.4,0.12,1.9,0.6,110,42,83,2,1.5,2.95,4.7,5.51,5.46,5.53,5.26,,25.3,
"EB8","EB","ISCO",4,2000-06-16,2000,6,16,16,"SUMMER",63,24,2.8,94,0.3,93,1.4,,1.8,,110,,86,2,,2.4,6.7,,,5.62,,,25.4,
"WB3","WB","ISCO",4,2000-06-16,2000,6,16,16,"SUMMER",94,35,5.9,99,9.1,160,1.4,,1.7,,220,,89,2.6,,9.77,-0.7,,,5.01,,,35.4,
"EB8","EB","ISCO",6,2000-06-18,2000,6,18,16,"SUMMER",63,24,2,91,0.2,93,1.4,,1.9,,110,,85,1.9,,2.09,6.7,,,5.68,,,25.2,
"WB3","WB","ISCO",6,2000-06-18,2000,6,18,16,"SUMMER",95,35,4.9,96,8.1,160,1.4,,1.9,,200,,88,2.6,,10,-2.7,,,5,,,35.3,
"EB8","EB","REG",,2000-06-20,2000,6,20,12,"SUMMER",63,23,2,94,0.2,94,1.4,0.1,1.8,1.2,110,33,87,2,1.9,2.09,5.4,10.4,5.43,5.68,5.21,,25.8,
"EB8","EB","REP",,2000-06-20,2000,6,20,12,"SUMMER",64,24,2,94,0.2,94,1.4,0.1,1.9,1.1,110,34,87,2,,2,5.5,,,5.7,5.22,5.44,25.7,
"WB3","WB","DUP",,2000-06-20,2000,6,20,12,"SUMMER",92,35,4.3,98,6,160,1.4,0.2,1.6,0.9,210,19,89,2.6,2.1,11.7,-2.6,3.23,5.02,4.93,4.74,,36.3,
"WB3","WB","REG",,2000-06-20,2000,6,20,12,"SUMMER",92,34,3.8,96,5.8,160,1.4,0.1,1.6,0.8,203,29,88,2.6,1.6,11.5,-3.9,2.93,5.03,4.94,4.67,,36.1,
"EB8","EB","ISCO",4,2000-06-23,2000,6,23,16,"SUMMER",64,24,1.5,94,0.05,93,1.4,,2.1,,100,,87,2,,2.09,9.1,,,5.68,,,25.9,
"WB3","WB","ISCO",4,2000-06-23,2000,6,23,16,"SUMMER",89,34,5.1,96,4.9,150,1.4,,2.5,,190,,84,2.6,,3.98,6.1,,,5.4,,,34.1,
"WB3","WB","REG",,2000-06-27,2000,6,27,11,"SUMMER",90,33,3.3,98,2.9,160,1.4,0.13,1.7,1,180,38,86,2.8,2.6,10.2,1.1,3.83,5.05,4.99,5.12,,35.3,
"WB3","WB","REP",,2000-06-27,2000,6,27,11,"SUMMER",91,35,3.1,98,2.8,160,1.4,0.12,1.7,1,180,36,87,2.8,,10,1.4,,,5,5.13,5.05,35.3,
"EB8","EB","REG",,2000-06-27,2000,6,27,13,"SUMMER",67,24,1.8,100,0.2,96,1.4,0.1,2,1.5,110,37,89,2.2,1.8,1.45,16.7,13.2,5.44,5.84,5.6,,27.2,
"EB8","EB","DUP",,2000-07-18,2000,7,18,9,"SUMMER",65,26,2.8,98,0.5,88,1.4,0.12,2.7,1.1,99,46,90,2.1,,1.55,10.2,12.9,5.58,5.81,5.62,,26.5,
"EB8","EB","REG",,2000-07-18,2000,7,18,9,"SUMMER",65,25,3.1,100,1.1,89,1.4,0.16,2,1.1,99,45,92,2.1,2.8,1.55,11.8,12.9,5.58,5.81,5.66,,26.7,
"EB8","EB","REP",,2000-07-18,2000,7,18,9,"SUMMER",65,24,3.3,96,1.1,89,1.4,0.16,2,1.1,102,45,92,2.1,,1.51,11.6,,,5.82,5.66,5.58,26.9,
"WB3","WB","REG",,2000-07-18,2000,7,18,10,"SUMMER",84,34,2.8,96,1.1,150,1.4,0.11,1.8,1,147,40,86,2.8,3.6,6.76,-1.4,5.54,5.22,5.17,5.14,,33.4,
"EB8","EB","ISCO",4,2000-10-20,2000,10,20,16,"FALL",75,31,6.1,104,0.05,95,1.4,,2.2,,100,,98,2,,0.62,13.7,,,6.21,,,24.3,
"WB3","WB","ISCO",4,2000-10-20,2000,10,20,16,"FALL",97,44,9.7,119,2.5,150,1.4,,4.8,,89,,89,2.6,,1.02,7.7,,,5.99,,,34.2,
"EB8","EB","ISCO",6,2000-10-22,2000,10,22,16,"FALL",72,31,4.1,119,0.05,96,1.4,,2.9,,110,,96,2.1,,0.65,13,,,6.19,,,25.4,
"WB3","WB","ISCO",6,2000-10-22,2000,10,22,16,"FALL",96,44,7.4,122,0.2,150,1.4,,3.4,,82,,88,2.6,,0.91,7.6,,,6.04,,,35.3,
"EB8","EB","ISCO",7,2000-10-30,2000,10,30,16,"FALL",82,37,14.6,94,3.7,89,1.4,,4.5,,104,,85,1.9,,0.22,31.7,,,6.66,,,24.3,
"WB3","WB","ISCO",7,2000-10-30,2000,10,30,16,"FALL",90,44,21,97,6.4,113,1.4,,5.2,,119,,87,2.3,,0.56,17.9,,,6.25,,,30.9,
"WB3","WB","ISCO",16,2000-10-31,2000,10,31,10,"FALL",106,44,14.3,89,18.3,145,1.4,,4.2,,228,,80,2,,2.88,2.9,,,5.54,,,34.2,
"EB8","EB","ISCO",8,2000-10-31,2000,10,31,16,"FALL",67,28,10.5,93,0.1,91,1.4,,3.4,,136,,94,1.7,,1.32,5.9,,,5.88,,,24.3,
"WB3","WB","ISCO",24,2000-11-01,2000,11,1,2,"FALL",107,42,11.3,103,17.9,170,1.4,,3.1,,279,,83,2,,7.59,-3.4,,,5.12,,,37.5,
"EB8","EB","REG",,2000-11-01,2000,11,1,11,"FALL",64,25,7.4,82,0.05,87,1.4,0.12,2.3,0.6,122,55,85,1.6,6.5,1.66,4.8,5.98,5.5,5.78,5.53,,22.1,
"EB8","EB","REP",,2000-11-01,2000,11,1,11,"FALL",65,25,7.4,81,0.05,87,1.4,0.12,1.5,0.6,122,53,85,1.6,,1.55,5.1,,,5.81,5.52,5.52,22.1,
"WB3","WB","REG",,2000-11-01,2000,11,1,11,"FALL",101,35,10.2,85,16.7,187,1.4,0.34,2.2,0.7,380,29,78,1.8,3.1,1.2,-5.6,0.75,4.48,5.92,4.81,,38.6,
"EB8","EB","ISCO",9,2000-11-02,2000,11,2,16,"FALL",67,26,6.6,97,0.05,93,1.4,,2.3,,101,,89,1.7,,1.29,6.2,,,5.89,,,23.1,
"WB3","WB","ISCO",2,2000-11-02,2000,11,2,16,"FALL",107,38,9.5,106,11.3,182,1.4,,2.4,,279,,83,2.1,,7.41,-2.5,,,5.13,,,38.2,
"EB8","EB","ISCO",21,2000-11-03,2000,11,3,16,"FALL",67,26,5.9,99,0.05,94,1.4,,2.1,,94,,90,1.8,,1.05,6.5,,,5.98,,,23.6,
